,y_test,prediction
2448,1186.4556,2164.9375
3768,207.0638,1481.625
8251,3675.216,5335.15625
4486,782.9808,1597.375
5147,809.6128,884.15625
1949,1396.1826,3892.3125
582,2735.1064,3014.21875
6267,5592.72,2267.0
2091,1245.046,3892.96875
1525,1644.526,2602.0625
4608,3773.7544,3825.1875
6068,1134.5232,1452.96875
2752,2712.4692,2982.4375
4474,1091.2462,1574.96875
6892,247.0118,594.21875
7572,2681.8424,2251.59375
7479,3530.0716,2487.0625
4445,2246.4092,2548.6875
1954,4250.4672,3684.25
2019,6029.4848,4561.875
1118,2024.0320000000002,1703.71875
161,1808.9786,3026.71875
1319,503.3448,834.875
457,1957.4520000000002,1530.6875
3240,805.618,1305.75
4446,4106.6544,2588.84375
2700,778.9860000000001,1361.28125
3119,1171.808,477.5
2720,2698.4874,2082.375
6885,1556.6404,1848.0
4577,407.4696,785.4375
1065,143.8128,-1097.5
5539,1406.1696,1069.96875
6136,416.125,-503.5
3355,1315.6208,2698.4375
2769,1765.7016,2484.1875
3774,3271.0754,3183.65625
6938,2864.2716,2596.4375
8413,1691.132,1360.40625
5660,1278.336,933.96875
1721,3261.7542,2301.125
3172,2889.572,1752.375
2332,1214.4192,770.0
8073,1031.99,1652.53125
3641,2544.6876,2878.75
2207,755.0172,1354.4375
2012,539.298,1463.5
3645,852.8898,123.90625
8109,3153.2288,3158.9375
4530,1162.4868,1187.4375
192,3124.5994,2715.5
3147,256.33299999999997,630.59375
1247,829.5868,1088.59375
2734,4848.3556,3435.1875
7223,2544.6876,2727.5
6867,284.2966,768.375
398,2652.5472,2407.6875
5878,1637.868,1772.15625
7700,970.7364,1872.65625
1224,241.0196,76.9375
962,5060.08,4035.0625
6479,3570.6854,1847.40625
5629,5759.17,3653.9375
8013,848.895,928.25
2224,1022.6688,2740.4375
1931,2332.9632,1915.90625
3848,6705.2718,5293.625
1206,6040.1376,3975.6875
4316,1794.3310000000001,2276.0625
923,2454.1388,2033.40625
6471,1534.0032,4088.65625
3420,1845.5976,2938.78125
849,565.2642,1201.15625
7736,826.9236,1523.1875
1956,4054.722,2152.5625
2915,5382.993,4088.25
1019,3131.9232,4158.53125
2719,3411.5592,2683.5
3855,4540.755999999999,2414.15625
7905,3805.047,3591.4375
2472,188.4214,1231.40625
4936,529.311,669.375
6570,1696.4584,1901.3125
190,1661.8368,1664.75
4527,2693.8268,2512.78125
2216,8851.1452,4137.6875
5065,8028.8822,5521.90625
7964,1118.5439999999999,1425.375
1031,1960.781,1655.09375
249,5259.82,4142.71875
8085,3528.74,2821.15625
4311,1342.2528,1935.75
368,1286.3256,3120.34375
189,2233.0932,1371.46875
2955,2063.98,1651.40625
390,2552.6772,2200.46875
8130,2111.2518,1611.46875
5728,170.4448,919.15625
7047,871.5322,909.28125
7708,4832.3764,3779.25
4126,958.752,2415.96875
7134,852.2239999999999,1353.5
1826,1148.505,1260.375
1887,687.1056,891.125
3515,3866.9664,3294.6875
6826,5540.7876,2388.53125
8493,4727.18,3102.65625
8469,367.5216,1111.5625
6896,4610.665,2989.0
5848,427.4436,2212.96875
587,2324.9736,3003.9375
4399,3089.9778,2499.28125
5099,1061.951,1324.0625
5033,3052.0272,2079.3125
5052,3338.987,3077.125
6281,1138.518,735.34375
2188,1245.046,1712.875
4725,1398.18,1566.84375
7333,585.904,617.15625
6697,5890.9984,3361.84375
4482,3235.788,3423.53125
6807,4474.1759999999995,3062.34375
6130,3115.9440000000004,2754.71875
4213,2348.9424,4138.25
6008,385.4982,178.46875
7433,3896.2616,2884.3125
2447,1133.8574,1134.0
2200,842.237,2077.625
7915,2442.1544,1449.3125
4639,3169.208,2649.4375
5771,319.584,702.6875
7946,3795.06,3002.15625
4695,4262.4516,3058.25
7357,1549.9824,3154.53125
3380,527.3136,883.9375
4052,5089.3752,3019.3125
8042,2988.1104,3714.28125
6220,2740.4328,1634.25
7402,1629.8784,1193.28125
1622,1581.9408,2035.53125
4656,439.42800000000005,451.8125
584,3817.0314,2874.96875
8355,2795.6942,2351.53125
476,856.8846,1428.875
3894,6867.0612,4029.6875
5468,778.9860000000001,1271.375
992,1857.582,1663.375
6274,3231.1274,2310.6875
5626,1821.6288,1844.59375
5496,2950.8256,2915.53125
7645,396.8168,1644.0625
5933,631.8442,2199.0
59,892.172,990.75
5623,3645.255,3852.625
6401,1222.4088,1437.0
4349,10993.6896,5432.25
342,4377.635,2700.03125
69,2027.361,1645.8125
5721,3412.8908,2154.96875
3408,67.9116,-1289.6875
780,441.4254,214.125
624,4993.5,3958.6875
265,2553.343,3006.625
3831,1560.6352,3170.1875
1772,1018.674,2735.65625
3304,2306.9970000000003,1796.96875
2450,2836.308,3575.84375
7821,820.2656,1928.125
1341,5909.6408,3411.125
3208,6757.87,2885.875
4194,639.168,913.34375
5946,45.9402,-1071.28125
3616,2897.5616,2783.0625
7849,567.2616,2968.71875
716,3745.125,2795.4375
7887,179.766,1038.375
8202,1230.3984,1821.09375
2000,1209.7586,872.65625
1036,1693.7952,2232.875
3029,135.8232,-1155.125
2946,805.618,701.96875
1163,1341.5870000000002,1460.53125
1848,6006.1818,2959.4375
2166,2648.5524,2365.09375
4705,41.9454,-1181.1875
8163,4506.1344,4489.8125
2135,366.19,120.0
5322,6096.0648,3489.75
7178,2836.308,3251.53125
1511,1713.7692,2455.5625
2014,559.2719999999999,424.59375
4543,5195.2374,3091.625
3597,2759.0752,2662.21875
6486,1724.422,2782.34375
575,1267.0174,1541.875
4360,5438.9202,4070.4375
4,994.7052,846.0625
2694,3139.9128,4174.78125
5372,191.0846,1143.09375
3921,2900.2248,3841.34375
6019,400.8116,-816.84375
6839,2433.499,2268.5
4319,1090.5804,1850.1875
3214,2255.7304,1324.4375
2314,2153.1972,2505.21875
6949,1116.5466,1440.71875
2484,1042.6428,2376.4375
6585,1922.8304,1621.28125
6991,2502.7422,1910.0625
3448,715.0692,2000.8125
1450,11445.101999999999,5470.5625
6529,1165.15,1355.46875
1528,2220.4429999999998,1228.0
352,6093.4016,3673.71875
6384,3387.5904,3092.75
6383,5005.4844,3728.46875
1331,2536.698,3999.90625
5724,1488.0629999999999,1570.65625
5859,3179.8608,5639.6875
743,3174.5344,3162.6875
3116,479.376,1445.0
7493,695.0952,1221.1875
7066,898.83,2029.28125
7615,904.1564,1034.5
546,633.8416,859.3125
5063,2716.4640000000004,2984.28125
3951,225.7062,1825.25
1192,121.1756,96.90625
2325,113.8518,64.8125
6658,51.9324,-1061.40625
96,1231.73,3855.8125
5892,4210.5192,3889.1875
6366,1970.7679999999998,3875.71875
1749,5626.01,3553.65625
4501,2526.7110000000002,2700.46875
6873,1540.6612,1953.75
1248,1166.4816,2347.375
1738,468.7232,711.625
4661,1211.756,1388.9375
3858,1454.1072,986.71875
5578,506.00800000000004,184.84375
3016,1857.582,1294.5625
6135,3715.164,4405.375
2399,3193.1768,2431.1875
643,1262.3568,572.75
5263,2057.9878,4493.96875
8294,1925.4936,2185.5625
7075,5313.084,3118.1875
4960,974.0654,1233.90625
2301,1864.24,1572.625
6170,679.1160000000001,666.96875
5152,2746.425,2973.03125
933,367.5216,1039.3125
7058,3083.9856,3808.15625
6427,3301.7022,2406.625
1213,1796.3284,1707.6875
7310,4923.590999999999,4062.0625
5475,2085.2856,1947.46875
8154,3207.8244,3872.21875
5381,2841.6344,2027.5625
1636,4122.6336,1922.4375
2140,661.8052,848.5
5911,824.9262,1580.46875
6254,3735.138,2759.8125
1452,773.6596,808.875
8406,999.3658,924.1875
8426,4512.1266,2519.6875
3628,804.9522,809.09375
3696,439.42800000000005,633.03125
6778,2061.3168,2756.21875
1941,525.982,2184.15625
6722,5865.0322,4021.65625
5586,894.8352,2544.59375
1532,1641.8628,2894.40625
7391,300.9416,506.84375
6726,396.8168,3267.8125
7119,253.6698,-469.0625
5428,2332.9632,1646.59375
3225,3605.3070000000002,3402.0625
5600,1565.9616,1846.75
4282,3630.6074,3123.71875
3803,3797.7232,4017.25
8300,2460.7968,1471.21875
847,87.2198,-482.9375
1442,2181.1608,1430.75
333,9267.936,5138.0
4804,1884.8798,1271.6875
690,1659.8394,2951.375
3194,2828.3184,1573.8125
357,5033.448,4101.0
854,588.5672,370.46875
5274,5424.9384,4125.375
7351,593.2278,1262.34375
2661,1258.362,4036.15625
289,1237.7222,1523.46875
2369,173.7738,1005.90625
4965,2285.0256,1739.96875
5279,2514.0608,2580.90625
1606,1904.1879999999999,2994.6875
480,2940.1728,2935.15625
4433,5480.8656,3697.125
2669,3990.8052,3740.28125
6940,2441.4886,1897.4375
2102,992.0419999999999,1266.25
446,50.6008,-984.75
5527,2365.5874,1986.78125
2831,1837.608,2029.875
8049,731.0484,656.03125
3403,2878.2534,4075.59375
1273,540.6296,753.4375
3092,3315.0182,4002.28125
6902,4713.8640000000005,3093.53125
552,334.2316,811.46875
2357,2439.4912,4084.8125
5756,3628.61,2521.0
2505,3846.9924,3408.6875
6474,1547.985,1082.4375
549,2386.2272,2856.65625
3522,1707.777,3113.96875
6790,1018.674,1692.375
4233,2101.2648,4208.3125
4481,5690.5926,2304.96875
5943,2125.2336,1818.78125
1212,3257.7594,2542.75
2089,3929.5516,2495.5
2621,433.4358,992.09375
2566,1832.2816,3591.96875
7783,2327.6368,3019.875
280,736.3748,1443.0
6501,2950.1598,2298.53125
7600,937.4464,944.34375
5608,1565.9616,3133.9375
1231,2612.5992,2401.125
7505,1797.66,1451.875
4129,3215.8140000000003,3636.3125
7366,2498.0816,1472.09375
2905,2886.9088,2637.71875
7830,1246.3776,2021.90625
4685,3355.632,2981.125
1910,873.5296,1766.125
789,1783.6782,1450.9375
561,81.2276,-1132.09375
298,942.7728,1438.09375
7474,1458.102,1669.65625
1299,2960.1468,2645.78125
2601,1853.5872,901.5
498,1054.6272,1405.375
3647,1534.0032,1604.65625
4525,1895.5326,2415.15625
2776,7931.6754,3795.65625
3761,495.3552,141.0
5559,2237.0879999999997,2157.3125
3844,383.5008,770.09375
382,2251.7356,1625.25
2678,453.4098,620.6875
6454,6024.1584,3635.1875
3584,6851.081999999999,3584.4375
4035,579.246,974.71875
4595,5273.1359999999995,4171.59375
2854,2463.46,1752.0
3643,3289.052,2013.84375
1846,339.55800000000005,525.84375
4089,2649.2182,1925.875
2944,157.1288,-1198.4375
5542,751.0224,2127.71875
1073,1025.3319999999999,634.09375
7472,2004.058,2245.625
2079,525.3162,902.875
7305,263.6568,334.4375
7265,1480.0734,864.71875
7471,1798.9916,2055.46875
1804,3842.9976,3759.9375
4015,1406.1696,1432.34375
2384,153.7998,663.15625
4313,4541.4218,3843.125
8156,2109.2544,1415.0625
4802,1059.9536,4197.8125
1197,3829.0158,2166.0625
4865,856.8846,1038.59375
896,1058.622,2840.625
18,2303.6679999999997,3514.75
5903,1470.0864,1872.0
3382,1164.4842,1718.46875
2853,207.7296,1344.9375
4597,3428.2042,2912.0
5519,2293.0152,2321.5
1994,3207.8244,2446.09375
4308,4138.6128,3014.28125
8462,1494.0552,1452.09375
5493,1221.0772,3019.84375
1303,253.00400000000002,145.5
474,810.9444,929.5625
1789,175.1054,918.5
4929,2036.0164,2925.28125
7215,375.5112,80.96875
4596,3354.3004,2530.71875
2133,1431.47,2323.375
7022,2073.3012,2099.65625
567,1561.9668,1517.0
3888,759.012,674.1875
8173,1686.4714,1657.125
2647,1038.6480000000001,2103.03125
1149,1171.808,2613.875
4897,398.1484,1350.6875
7079,2556.672,3075.53125
2714,365.5242,723.9375
1658,6771.186,3542.21875
1441,833.5816,1384.6875
4381,5880.3456,4324.96875
7159,878.8560000000001,1433.0625
3320,4386.2904,3412.375
7256,8323.8316,3504.90625
5783,2708.4744,2432.3125
4744,4012.1108,4165.375
5338,109.85700000000001,-1244.125
1596,1733.0774,1168.96875
4379,605.878,991.84375
2616,3103.9596,2630.21875
2343,5068.7354,3509.21875
4406,421.4514,2010.15625
1493,651.8182,631.1875
5957,1514.695,2397.34375
7597,2261.0568,4432.34375
2706,747.0276,2041.90625
7238,2787.0388,3367.25
8124,246.34599999999998,1942.90625
2183,1518.024,980.6875
2115,934.7832,776.4375
1430,1661.8368,1027.125
7460,3705.8428,2530.3125
669,1107.8912,2209.1875
5292,6723.2484,4015.4375
8054,503.3448,307.40625
5254,3974.8259999999996,4295.5625
2426,4278.4308,3877.03125
7869,2626.5809999999997,2444.40625
748,996.0368,998.96875
829,5367.6796,2770.96875
4499,3075.9959999999996,2711.84375
2836,503.3448,1441.71875
453,978.7260000000001,3084.09375
4663,3207.8244,3069.5
2425,4442.2176,4419.6875
3067,3103.9596,2335.6875
2339,1528.011,1722.8125
3789,1128.531,1194.28125
6763,5289.1152,4928.625
2889,1737.7379999999998,3022.125
1521,262.3252,2002.78125
4673,1459.4336,1534.28125
4185,1644.526,2567.125
4115,2237.0879999999997,2567.65625
7548,1534.0032,1226.3125
3307,2069.3064,2571.71875
7088,185.0924,933.40625
1367,1853.5872,3707.46875
430,38.6164,-1288.25
8198,3401.5722,5654.09375
5680,1257.0304,2480.25
8408,2563.33,2917.78125
5741,2668.5264,3622.5
1219,866.8716,2061.25
2139,498.0184,2128.65625
598,1414.1592,3329.96875
7758,1414.1592,2489.375
3086,223.7088,-114.6875
2389,419.454,680.5
8375,528.6452,2455.46875
8501,1508.037,1734.15625
3545,1106.5596,1080.5
6319,2628.5784,3138.96875
8521,1845.5976,1378.0625
4029,2619.2572,2559.65625
1393,6897.688,4430.375
7389,227.7036,521.5
4391,1348.245,945.4375
866,4643.955,3675.6875
6974,5424.9384,4176.5
6146,709.077,2238.46875
6350,2277.036,4020.9375
3350,3281.0624,1778.78125
6311,1024.6662,2233.46875
1148,1146.5076,2586.125
5187,1797.66,4526.3125
1194,5351.0346,3305.5625
7625,605.878,2024.0
4271,934.7832,1261.28125
7525,2175.1686,3535.1875
710,387.4956,3023.75
7167,3079.325,1326.46875
1556,3877.6192,3312.09375
1431,3415.554,3002.40625
2571,33.9558,-1207.34375
8170,1653.8472,3000.53125
8489,2109.2544,1196.71875
5459,711.0744,1128.1875
1390,2501.4106,2426.75
7118,7190.64,3891.09375
7718,4942.8992,2645.75
1223,296.9468,2384.03125
2411,312.2602,777.34375
64,2543.356,5478.5625
6513,6385.022,2874.625
5926,3137.2496,1762.9375
1395,1964.11,3043.5625
7187,4154.592000000001,3295.21875
5699,4660.6,2956.4375
4779,1669.8264,1510.21875
5923,1549.3166,1665.90625
4549,679.1160000000001,952.46875
3373,199.74,589.53125
4932,2460.7968,1560.125
8028,1584.604,3463.84375
1272,172.4422,1124.8125
4913,6704.606,4305.96875
4622,463.3968,73.78125
258,1687.8029999999999,1829.40625
1619,419.454,2081.59375
3650,1765.0358,2573.625
5207,1298.31,1512.125
5614,1574.6170000000002,2238.21875
6443,3994.8,2554.53125
7461,759.6778,1723.75
4387,2586.633,2092.09375
7884,2218.4456,1100.0625
8333,1684.474,1147.34375
3788,1621.8888,1644.65625
7697,3453.5046,2817.375
7661,1693.7952,1643.90625
3241,4349.0056,3013.125
6846,1605.9096,4295.9375
3950,693.0978,1745.34375
3457,3978.155,2569.59375
491,3486.1288,5435.8125
2240,452.744,915.21875
5570,3844.995,1752.15625
3397,1001.3632,3970.0
6045,3237.1196,1661.875
4847,671.1264,1374.8125
6714,1911.5118,2423.84375
4805,3523.4136,3149.6875
6993,7719.2852,3987.125
3487,1158.492,1528.53125
3051,2616.594,3012.4375
8278,3430.2016,3883.75
463,2431.5016,1791.78125
7180,2384.8956,2126.78125
6665,1838.2738,2377.3125
5449,447.4176,585.96875
6832,1259.6936,1511.1875
4643,1438.128,2299.375
1767,3142.5759999999996,3169.9375
7972,615.1992,2233.5625
7963,2006.7212,1442.875
6680,3723.1536,3922.46875
3014,1151.1682,966.28125
2263,633.8416,723.90625
5646,1208.427,1798.28125
3990,3020.0688,2551.40625
3913,3020.0688,3150.21875
5069,2656.542,3029.96875
2201,1223.0746,1738.78125
6523,4502.1396,2715.90625
6975,966.7416,1008.25
6013,394.1536,1299.3125
3388,1127.8652,2614.4375
8503,3392.9168,1951.09375
1989,1281.665,1952.71875
8360,3635.268,2699.125
1203,2631.2416,1726.6875
1418,4570.0512,3320.5
3626,351.5424,17.84375
6858,1581.9408,2503.5
6299,2966.139,1846.65625
6414,365.5242,1867.4375
5547,1794.3310000000001,2653.9375
4359,2931.5174,2940.53125
7817,1584.604,4046.3125
8162,615.1992,766.9375
1519,3755.112,2573.34375
2749,2996.1,3902.25
2132,4613.994000000001,4699.90625
1504,5522.811,5508.0625
5286,2783.7098,2642.6875
2177,479.376,21.8125
1569,1677.816,2412.5
218,3690.5294,2467.75
7607,2641.8944,2709.4375
6190,1551.9798,2692.125
5341,1018.674,525.6875
5060,2492.7552,3323.3125
5921,926.7936,683.71875
4852,1923.4962,3411.78125
4731,4086.0146,3850.0625
2898,2376.906,2634.0625
6966,223.7088,-7.8125
5890,4933.5779999999995,2933.9375
3389,97.2068,-888.90625
1275,1162.4868,3117.0625
763,622.523,1067.125
7772,3645.255,2450.0
2534,2535.3664,2811.5625
4169,1604.578,2841.96875
325,387.4956,1217.53125
5172,1685.8056,2215.25
3660,559.2719999999999,1955.8125
5711,1877.556,2039.78125
7091,2885.5772,2252.625
3688,1454.1072,1901.3125
5590,1000.6974,1477.5
655,1230.3984,1629.5625
5284,392.82199999999995,1245.5625
7006,3904.917,4187.875
3303,3515.4240000000004,2732.78125
5136,3745.125,3933.875
3110,2947.4966,3896.15625
5834,141.8154,314.71875
428,796.9626,1497.375
2939,2125.2336,1362.15625
1236,841.5712,1664.71875
793,2045.3376,2961.125
727,744.3644,997.5
6451,4166.5764,4574.28125
6620,1158.492,2058.5625
2147,782.315,2507.9375
6544,932.12,1621.875
3960,322.2472,536.46875
3497,225.0404,1815.09375
1763,1001.3632,1729.875
3605,4456.1994,3109.625
5847,543.2928,997.5625
4198,2303.6679999999997,3705.34375
2998,1090.5804,2365.1875
8509,424.7804,1525.4375
5737,2097.27,3290.1875
8277,314.2576,682.6875
242,3248.4382,3163.875
1507,1768.3648,3189.625
4521,3111.9492,2586.125
3381,838.908,2292.03125
5170,1358.2320000000002,1608.59375
3407,7334.4528,4817.34375
6295,2576.646,1913.0
6788,3387.5904,2235.5625
6249,619.194,377.46875
1990,426.11199999999997,-138.03125
799,2588.6304,2356.1875
7910,2407.5328,2441.9375
7445,1215.7508,1845.53125
8420,1867.569,2099.09375
8325,771.6622,559.5
562,1238.388,2096.21875
5303,639.168,2134.53125
95,487.3656,53.75
3176,353.5398,1908.78125
1050,1099.2358,1403.46875
5692,1340.2554,2025.21875
6632,1324.942,5598.75
2443,1278.336,2649.625
2462,1682.4766,1427.25
3175,3861.64,2927.15625
4443,1859.5794,1556.875
461,759.012,682.5625
4344,1208.427,1866.34375
314,801.6232,1800.6875
7566,432.77,1609.21875
1620,1537.9979999999998,700.3125
5013,1342.2528,1043.6875
1699,665.8,740.875
7815,175.7712,-422.8125
5068,3004.0896,3110.75
7812,723.0588,2043.03125
5365,4685.9004,4129.875
6189,6371.706,3320.5625
1930,2978.1234,2108.6875
7647,2741.7644,1542.96875
4200,1263.0226,2792.90625
2600,745.696,1190.375
1177,347.5476,725.75
3653,2854.9504,2894.78125
7682,786.9756,2377.34375
3992,2960.1468,2216.78125
5963,3398.2432,2154.03125
5385,2929.52,2604.28125
7481,572.5880000000001,1954.46875
3654,1238.388,1420.0625
1587,1235.059,2801.625
6009,2241.0828,3606.4375
2639,3038.7112,3501.75
8083,2920.1988,2822.125
117,2542.0244,1735.40625
6579,415.4592,-978.375
8377,1973.4312,2334.28125
7969,77.2328,-901.8125
8459,741.0354,1673.71875
4871,802.9548,2182.9375
3884,311.5944,-275.3125
5220,578.5802,883.5
4458,2245.0776,2957.5625
1544,3410.2276,2071.125
1996,6751.2119999999995,4441.03125
1067,6183.9504,4170.125
7846,559.2719999999999,1097.3125
5821,4566.7222,5247.8125
8320,1884.8798,3052.5
6911,1406.1696,1490.21875
2869,2840.3028,2555.53125
556,1637.868,3168.0
648,3067.3406,2880.28125
6391,2586.633,3000.875
1002,2656.542,1956.1875
1176,339.55800000000005,643.625
4895,1006.6896,1449.0
1012,6622.7126,3660.65625
2244,149.805,835.28125
7013,4250.4672,3345.34375
2591,1277.0044,1309.9375
5214,1150.5024,2335.0
7665,1118.5439999999999,820.875
1471,1274.3412,2144.1875
6334,7883.071999999999,5277.15625
5909,2404.2038,1291.25
6776,482.0392,1985.0
1346,1454.1072,1454.75
5135,2428.8384,3150.3125
6431,852.2239999999999,1718.125
953,745.696,1093.1875
788,365.5242,668.28125
3354,223.7088,-103.6875
7506,2736.438,2897.375
5822,1860.2452,1474.84375
2559,535.3032,2844.75
1191,3717.8272,3720.25
7662,5410.9566,4013.78125
8341,2423.512,1520.8125
3118,4159.9184,3278.09375
203,6704.606,4195.84375
2626,865.54,1149.25
4447,186.424,-1148.53125
3677,543.2928,479.0625
3608,302.939,1001.0
2758,1768.3648,3271.125
7314,1788.3388,1677.15625
7786,837.5764,907.6875
7561,388.1614,681.1875
1005,2157.192,1301.625
5270,183.095,576.0625
3784,3109.9518,1823.375
1424,270.3148,506.875
435,3038.7112,3295.3125
5707,910.8144,441.625
990,741.0354,740.84375
817,1868.2348,2786.28125
5427,44.6086,-1082.71875
4170,894.8352,1848.8125
4053,1960.781,1759.75
658,1166.4816,2971.375
1329,3511.4292,4661.96875
5916,3745.125,3560.53125
636,103.199,-130.1875
2468,5668.6212,4106.09375
2323,2696.49,2928.40625
245,3755.112,3925.03125
7711,1151.1682,2566.09375
6105,296.9468,652.96875
7290,1354.9029999999998,2053.0
7746,1901.5248,1736.28125
3927,1295.6468,2851.8125
2806,2127.231,2418.4375
6563,1870.898,2599.65625
4715,264.9884,2421.09375
3365,3048.6982,2596.15625
4075,4828.3816,4254.59375
253,1877.556,2033.625
3691,146.476,-670.21875
1114,1078.596,3296.53125
1151,2277.036,2061.34375
6506,5834.4054,3993.0
1737,1999.3974,2750.5625
3460,1965.4416,3890.34375
8224,3984.1472,3948.21875
3060,1203.7664,2365.625
2619,2972.1312,2633.90625
6597,1480.7392,1562.375
2818,263.6568,209.5625
7451,4165.2448,3802.0625
6777,2356.9320000000002,2761.21875
4254,671.1264,824.6875
1752,216.385,-974.90625
2672,1203.7664,2386.40625
5091,3155.8920000000003,4101.03125
2016,763.0068,1988.375
500,2330.3,1905.78125
726,3079.9908,4155.4375
3566,3323.0078,2419.84375
6156,2550.014,3965.5
1691,1384.1982,2847.6875
5642,5978.2182,3804.1875
3267,4586.0304,2961.1875
1119,767.0016,1137.3125
4299,2796.36,3022.875
2066,1414.1592,1316.8125
6333,1208.427,1904.21875
1875,1046.6376,2326.6875
8151,2396.88,1615.625
7744,450.0808,1616.4375
6492,449.415,528.59375
3074,279.63599999999997,1488.9375
4175,228.3694,1703.0
5443,162.4552,629.375
4221,2783.0440000000003,2259.125
4298,591.2304,-253.25
1850,1761.7068,1770.3125
507,1603.9122,2456.59375
3297,1938.8096,3599.15625
4362,1201.769,987.3125
6307,3010.7476,2488.9375
6412,1557.9720000000002,1694.5
2518,713.0718,2062.0625
6659,3004.0896,3957.0625
4275,561.9352,1992.03125
3907,1438.128,1415.4375
1021,4027.4242,2801.6875
6764,2213.1192,2956.96875
8323,1842.9344,1582.9375
5447,4532.7664,3885.4375
6121,4287.752,1933.625
7344,3225.1352,5072.40625
6439,1653.8472,1454.46875
2705,1219.7456,2725.78125
3974,1201.769,3826.3125
7804,382.1692,1412.0
7342,2408.8644,1181.75
6591,575.9169999999999,-60.96875
246,3440.8544,2809.0
7906,427.4436,1514.6875
4927,743.0328,1123.75
6840,4725.8484,3446.84375
285,2267.049,2434.375
2478,1356.2346,3016.03125
1225,202.4032,-166.0
5278,878.8560000000001,422.0625
4565,1665.8316,2958.1875
481,3046.7008,3945.40625
2701,2465.4574,1647.96875
3066,1018.0082,1216.125
6061,1326.2736,1786.21875
942,1135.1889999999999,1728.21875
565,2863.6058,4305.1875
1204,165.1184,-626.59375
488,1581.9408,2166.125
104,3185.853,3054.8125
6014,1264.3542,2352.6875
3736,669.1289999999999,769.6875
5002,4221.8378,3919.15625
6829,3349.6398,5425.8125
5700,1128.531,1200.875
1464,1923.4962,3421.71875
4320,2892.2352,2102.75
3140,564.5984,208.15625
3826,2969.468,2509.0625
1816,1230.3984,1527.59375
599,5502.8369999999995,2853.25
7168,223.7088,43.9375
7731,1076.5986,1552.09375
7562,7717.9536,4371.375
649,3281.7282,1735.84375
5870,1794.3310000000001,3984.84375
4638,540.6296,605.125
1581,4221.1720000000005,3354.875
1958,2343.616,1872.875
7695,1821.6288,2040.96875
5325,6207.9192,5008.09375
1285,4965.5364,5049.34375
8019,3593.3226,2802.6875
8361,1390.1904,2500.6875
689,3456.1678,1977.96875
4247,1874.8928,3643.96875
3167,3430.2016,3467.25
6663,199.74,370.03125
5595,4761.8016,2785.8125
7673,1724.422,2671.96875
5621,2097.9358,1512.53125
3944,1347.5792,1585.4375
538,1049.9666,918.46875
639,5736.5328,3786.0625
4681,8262.578000000001,5296.875
6456,2423.512,3023.1875
1786,2243.746,3434.78125
4788,3003.4238,3626.34375
383,1176.4686,700.84375
545,319.584,767.4375
7331,2458.1336,2716.8125
4613,2406.867,2551.5625
1358,2516.724,3985.1875
5299,4828.3816,3614.3125
4228,790.9704,1253.0
1500,2628.5784,2070.25
3296,308.9312,952.34375
6060,759.012,694.4375
3710,2451.4756,2815.0
1542,1605.9096,2578.25
2345,307.5996,548.75
7291,5492.85,2898.9375
2959,1358.2320000000002,2123.78125
7268,2189.8162,3028.78125
6602,1491.392,2651.15625
2625,2812.3392,1937.78125
4954,1721.0929999999998,3899.21875
7656,288.9572,516.78125
7694,1035.9848,4067.5
6870,3235.788,1977.5625
1123,1570.6222,3535.59375
2753,592.562,68.59375
3480,1428.141,1822.5625
7348,767.0016,4160.5625
1293,2925.5252,3476.75
3544,4414.9198,3567.0
4964,1687.8029999999999,3513.5
7931,2247.075,1000.1875
2315,5383.6588,4661.875
7941,79.2302,-455.59375
4568,6201.927,3647.03125
4288,2098.6016,2028.96875
7270,965.41,1514.3125
6370,1662.5026,2148.875
7527,1565.9616,1970.21875
7532,2631.2416,4064.65625
5607,3691.1952,2421.1875
6158,1981.4208,2078.125
1141,1350.2424,810.75
7196,1701.7848,1612.15625
2277,589.2330000000001,1210.375
271,2093.2752,4069.46875
813,5243.8408,3585.25
6086,2404.8696,2873.65625
2772,4563.3932,3058.625
3242,1597.92,1390.03125
5082,2782.3782,2063.8125
6054,579.246,1834.40625
3323,5033.448,5476.6875
7218,886.8456,1204.78125
3461,1022.6688,4135.09375
4261,1537.9979999999998,1233.125
3428,552.614,911.1875
6861,4293.0784,2563.25
4479,2804.3496,3378.3125
1680,495.3552,2029.84375
57,796.9626,944.6875
5887,1086.5856,705.4375
4101,575.2512,1151.59375
7690,7943.6598,4403.59375
5994,633.8416,788.71875
8411,4431.5648,2674.125
6935,344.8844,876.96875
7630,2167.8448,1802.84375
7200,3448.844,2534.5625
4475,3395.58,3569.9375
1695,2587.9646,3121.6875
1936,958.752,1278.9375
1419,3020.0688,4092.1875
1250,2876.256,3111.875
7051,503.3448,960.625
1934,2372.9112,3345.03125
261,1418.154,1391.15625
7370,2693.8268,2423.75
6654,4527.44,3607.25
5235,2648.5524,1227.15625
1706,3271.7412,5411.1875
5676,4436.8912,2125.875
3036,1833.6132,2131.125
1976,254.3356,152.375
440,2181.1608,2735.90625
1359,965.41,1611.5625
2104,970.7364,1619.25
2498,2167.8448,1641.5625
619,534.6374,932.125
1288,1834.9448,2306.21875
94,1274.3412,1967.46875
5158,1518.024,1298.53125
157,1910.1802,1555.65625
4617,3453.5046,2699.46875
4495,4873.656,5256.3125
2830,6231.888000000001,3937.875
1075,809.6128,801.34375
